Peace_Treaty_Accords,Technological_Advancements,Ammonia_Concentration,Precious_Metal_Trade_Tons,Food_Production_Tons,Trade_Agreements_Signed,Last_Contact_Days,Discovery_Date,Mineral_Extraction_Tons,Galactic_Visits,Sulfur_Concentration,Exploration_Missions,Biological_Research_Units,Offspring_Colonies,Cultural_Exchange_Programs,Military_Engagements,Inhabitants_Disputes,Resource_Mining_Operations,Resource_Allocation_Credits,Young_Colonies,HeavyMetals_Concentration,Terraforming_Initiatives,Liquid_Energy_Consumption_Terawatts,Alien_Population_Count,CO2_Concentration,Hydrogen_Concentration,Colonization_Year,Species_Expansion_Response,Alien_Civilization_Level,Interplanetary_Communications,Dominant_Species_Social_Structure_Absurd,Dominant_Species_Social_Structure_Alone,Dominant_Species_Social_Structure_Divorced,Dominant_Species_Social_Structure_Married,Dominant_Species_Social_Structure_Single,Dominant_Species_Social_Structure_Together,Dominant_Species_Social_Structure_Widow,Dominant_Species_Social_Structure_YOLO
0.0,0.0,2.0,1.0,0.0,3.0,19.0,1.6783443548708372,14.0,3.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,4.0,3.0,0.39999999999999997,2.0,0.0,20.0,44359.0,5.0,78.33,3108.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,3.0,2.0,1.0,66.0,-0.8967867420801849,8.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.9999999999999964,0.0,3.4,0.0,14.800000000000011,24206.0,10.0,12.61,3100.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,48.0,48.0,4.0,65.0,-0.7419529103014842,133.0,4.0,1.0,2.0,39.0,0.0,0.0,0.0,0.0,10.0,72.0,1.0,2.0,0.0,320.0,56129.0,7.4,114.08,3083.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,33.0,20.0,1.0,5.0,-0.7215800376990236,350.0,2.0,2.0,9.0,29.0,0.0,0.0,0.0,0.0,9.799999999999999,30.0,0.0,4.0,1.0,600.0,85710.0,9.0,114.12,3093.4,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,78.0,18.0,2.4,99.0,-0.8804884439982165,126.0,4.0,4.0,2.0,47.0,0.0,0.0,0.0,0.0,11.0,48.0,1.0,2.0,0.0,372.0,66476.0,2.0,77.38,3106.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,2.0,0.0,2.0,97.0,1.0997547729609558,13.0,8.0,1.2,0.0,2.0,0.0,0.0,0.0,0.0,3.0,7.400000000000002,1.0,2.0,0.0,35.0,30368.0,7.0,63.358000000000004,3107.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,30.0,9.0,3.0,54.0,-0.6686105689326259,12.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,2.9999999999999996,11.0,1.0,2.0,0.0,30.0,35704.0,8.0,28.73,3082.0,0.0,2.0,1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,48.0,48.0,4.0,65.0,-0.5871190785227836,133.0,4.0,5.0,2.0,39.0,0.0,0.0,0.0,0.0,10.0,72.0,1.0,3.0,0.0,418.6,56129.0,10.0,67.17,3092.6,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,7.0,4.199999999999999,1.0,55.6,-0.07372268894077591,18.0,9.0,4.0,1.0,10.0,1.0,0.0,0.0,0.0,2.0000000000000004,4.0,0.0,3.0,0.0,10.0,25271.0,2.0,59.51,3113.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,44.0,21.0,4.0,0.0,-1.3327662157728422,300.0,6.0,0.0,4.6,65.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,3.2,0.0,266.0,57731.0,2.0,4.170000000000002,3087.4,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,3.0,51.0,105.0,0.0,40.0,-1.4957491965925271,588.8000000000001,4.0,0.0,4.6,137.0,0.0,0.0,0.0,0.0,9.0,105.0,0.0,4.0,0.0,1032.0,75825.0,9.0,19.160000000000004,3106.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,133.0,42.0,3.0,16.0,0.3418839121494207,144.0,3.0,2.0,4.0,55.0,0.0,0.0,0.0,0.0,9.0,48.0,1.0,3.0,0.0,261.0,57937.0,3.0,79.538,3097.8,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,15.0,0.0,1.0,97.0,1.3360800951494989,11.0,4.0,1.0,0.0,3.0,0.8,0.0,0.0,0.0,3.0,0.0,0.7999999999999999,4.0,0.0,25.0,48794.0,9.0,70.96,3083.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,3.0,34.0,6.0,4.0,3.0,1.1160530710429242,37.0,7.0,2.0,1.0,0.0,0.0,0.0,0.6,0.0,6.0,3.0,1.0,3.0,0.0,292.0,50388.0,1.0,43.12,3087.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,35.0,28.0,3.0,98.0,2.004310316510207,136.0,6.0,2.0,3.0,75.0,0.0,0.0,0.0,0.0,7.0,14.0,1.0,2.0,0.0,479.0,70421.0,5.0,96.61,3084.0,0.0,4.0,4.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,47.0,7.0,3.0,61.0,1.1038293474814478,23.0,6.6,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0,349.0,66726.0,2.0,67.13,3087.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,16.0,32.0,2.0,17.0,0.48204927565434974,168.6,5.0,1.0,2.0,21.0,1.0,0.0,0.0,0.0,9.0,32.0,0.0,3.0,0.0,391.0,44525.2,7.0,107.79,3104.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,168.0,36.0,3.0,4.0,0.22372125105514912,217.0,4.0,0.0,4.0,172.0,0.0,0.0,1.0,0.0,7.0,96.0,1.0,1.0,0.0,711.0,71434.0,1.0,29.56,3092.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,92.0,6.0,4.0,32.0,-1.7931931365884521,78.6,8.0,1.0,3.4,13.0,0.0,0.0,0.0,0.0,5.0,6.0000000000000036,1.0,3.0,0.0,293.0,51651.0,6.0,0.4299999999999997,3090.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.2,25.0,10.0,3.0,46.0,-1.2797967470064446,36.400000000000006,5.0,2.0,2.0,19.0,1.0,0.0,0.0,0.0,4.0,7.0,0.0,4.0,0.0,56.0,46053.0,2.0,64.37,3102.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,2.0,0.0,3.0,62.0,0.6067312559814088,14.0,7.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.39999999999999997,3.0,0.0,56.0,38452.0,4.0,35.01,3085.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,20.0,0.0,2.0,37.0,1.9391171241823333,8.0,5.0,1.6,1.0,4.0,1.0,0.0,0.0,0.0,2.0000000000000004,1.9999999999999964,1.0,2.0,0.0,15.0,35860.0,2.0,48.392,3103.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,2.0,74.8,8.0,2.0,53.0,-0.5789699294817993,206.0,6.0,0.0,10.0,113.20000000000002,0.0,0.0,0.0,0.0,5.0,49.0,0.0,4.0,0.0,437.0,48948.0,9.0,64.708,3073.0,1.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.0,159.0,40.0,4.0,78.0,-2.0295184587769954,142.0,2.0,2.0,5.0,33.0,0.0,0.0,0.0,0.0,13.0,50.0,1.0,1.0,0.0,571.0,63381.0,10.0,32.76,3090.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,100.0,1.0,96.0,0.7289684915961725,801.0,2.0,2.0,9.0,21.0,0.0,0.0,0.0,0.0,10.0,66.0,0.0,4.0,1.0,684.0,84618.0,4.0,5.369999999999997,3091.4,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,141.0,26.0,1.6,21.0,0.9245480685797944,195.0,2.0,1.0,4.0,56.0,0.0,0.0,0.0,0.0,12.399999999999999,17.0,0.0,4.0,0.0,620.0,66835.0,1.0,119.37,3076.0,0.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,30.6,11.000000000000002,1.4,90.0,1.466466479805247,392.0,1.0,2.0,11.0,75.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,680.0,70840.4,8.0,117.36,3088.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,3.0,4.0,0.0,1.0,27.0,-1.161634085912173,2.0,7.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,36.0,30081.0,5.0,58.33,3091.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,30.0,1.0,47.0,0.5945075324199324,168.0,1.0,1.0,4.0,20.0,0.0,0.0,0.0,0.0,7.0,25.8,0.0,2.8,0.0,130.0,59973.0,4.0,87.0,3102.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,3.0,0.0,1.0,4.0,-0.13076673222766563,10.800000000000011,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,9.0,21994.0,1.0,23.25,3091.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,2.0,43.0,2.0369069126741444,10.0,5.0,2.0,0.19999999999999973,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0,105.00000000000003,52854.0,8.0,110.71,3090.4,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,6.0,1.9999999999999964,1.0,16.0,0.7534159387191252,0.0,6.0,0.0,0.0,5.9999999999999964,0.0,0.0,0.0,0.0,2.0000000000000004,1.9999999999999964,0.19999999999999996,5.0,0.0,0.0,11448.0,7.0,94.87,3105.0,0.0,0.0,1.3999999999999995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,24.0,2.0,1.0,10.0,-0.28397073419816954,18.0,8.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0000000000000004,0.0,0.19999999999999996,4.0,0.0,16.0,33569.0,6.0,99.98,3104.6,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,3.0,0.0,1.0,25.0,-0.7419529103014842,3.0,7.0,1.0,0.19999999999999973,0.0,0.0,0.0,0.0,0.0,2.0000000000000004,0.0,1.0,3.0,0.0,14.0,45068.0,5.0,62.48,3096.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,1.0,0.0,1.0,23.0,-0.1087640298170082,5.0,6.0,2.0,0.0,13.0,0.8,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,30709.6,5.0,107.81,3114.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,105.0,1.0,2.0,-1.1168137661867596,652.9999999999999,8.0,3.0,4.0,28.0,0.0,0.0,0.0,0.0,6.8,21.0,0.0,3.0,0.0,1285.0,72335.0,10.0,94.72999999999999,3088.8,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,135.0,58.0,1.0,8.0,0.06888741927644841,161.0,2.4,3.0,9.0,101.4,0.0,0.0,0.0,0.0,4.0,51.0,0.0,4.0,0.0,316.0,64090.0,9.0,14.649999999999991,3086.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,13.999999999999996,29.0,1.0,43.0,2.061354359797097,273.0,2.0,3.0,5.0,38.0,0.0,0.0,1.0,0.0,12.0,29.0,0.0,3.0,1.0,1142.0,81051.0,7.0,90.38,3095.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.4000000000000001,23.0,3.0,2.0,43.0,-0.11039385962520502,84.0,4.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,2.0,0.0,284.0,65352.0,4.0,81.26,3104.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,12.0,2.0,4.0,87.0,0.5456126381740269,55.0,9.0,2.0,1.0,0.0,0.8,0.0,0.0,0.0,4.0,5.0,1.0,3.0,0.0,189.0,46231.0,7.0,72.67,3083.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,3.0,26.0,26.0,1.0,11.0,0.8023108329650307,282.0,5.0,2.0,7.0,52.0,0.0,1.0,1.0,0.0,6.4,26.0,0.0,1.0,1.0,966.0,80134.0,10.0,7.420000000000002,3124.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,39.0,27.0,4.0,45.6,0.5170906165305821,159.0,2.0,0.0,4.0,58.0,0.0,0.0,0.0,0.0,5.0,8.0,1.0,2.0,0.0,399.0,69401.0,1.0,29.02,3103.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,126.0,126.0,1.0,75.0,0.007768801469066561,490.0,1.0,1.0,5.0,164.0,0.0,0.0,0.0,0.0,11.0,78.80000000000001,0.0,2.6,1.0,532.0,76142.4,6.0,51.05,3073.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,89.0,7.0,6.0,79.0,-1.1518551070629919,171.0,8.0,1.8,1.0,25.0,1.0,0.0,0.0,0.0,5.8,19.0,0.0,2.0,0.0,171.0,41443.0,1.0,50.0,3098.6,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,3.0,0.0,1.0,51.0,0.30113816694449946,26.0,5.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,4.0,15.0,0.0,5.0,0.0,23.0,37155.0,7.0,13.850000000000001,3119.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,39.0,17.0,2.0,2.0,-0.48932929003097253,26.0,9.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,27242.0,4.0,109.95999999999998,3100.0,0.19999999999999998,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,2.0,1.0,0.0,1.0,10.0,1.7557612707601877,3.0,7.0,1.0,0.0,0.0,1.0,0.19999999999999996,0.0,0.0,2.0000000000000004,0.0,1.0,3.0,0.0,5.0,32583.0,1.0,40.28,3091.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,10.0,2.0,2.0,49.0,-0.46080726838752767,46.0,7.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,5.0,1.9999999999999964,0.0,4.0,0.0,202.0,37929.0,6.0,19.949999999999996,3115.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,5.0,2.0,1.0,28.0,0.6026566814609167,31.0,7.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,22.0,33228.0,3.0,5.5,3110.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,4.199999999999996,2.0,2.0,86.0,-1.0149494031744566,9.0,8.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,6.0,35976.8,2.0,47.14,3090.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,3.0,0.0,1.0,18.000000000000004,2.0369069126741444,8.0,8.0,1.0,0.0,2.0,0.8,0.0,0.0,0.0,2.4,1.9999999999999964,0.0,2.0,0.0,2.0,37406.0,4.0,12.43,3110.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,17.0,2.8000000000000007,2.0,16.0,-0.6686105689326259,5.0,7.0,3.0,0.0,26.0,1.0,0.0,0.0,0.0,3.0,1.9999999999999964,0.0,3.0,0.0,0.0,27733.0,10.0,40.43,3111.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,3.0,33.0,38.0,1.0,61.0,0.2359449746166255,287.0,3.5999999999999996,3.0,10.0,50.0,0.0,1.0,0.8,0.0,4.0,57.0,1.0,3.0,1.0,1492.0,87771.0,4.0,97.14,3089.0,0.6,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,8.0,62.0,4.0,41.0,1.735388398157727,134.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,1.0,3.0,0.0,674.0,69283.0,9.0,1.0700000000000003,3105.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,21.0,9.0,2.0,49.0,-0.06720336970798856,20.0,6.0,3.8000000000000007,0.0,5.9999999999999964,1.0,0.0,0.0,0.0,4.0,8.0,0.0,4.0,0.0,5.0,22212.0,5.0,43.7,3105.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,26.2,0.0,3.0,39.0,0.810459982006015,17.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,4.0,0.0,88.39999999999998,52190.0,3.0,7.390000000000001,3106.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,26.0,19.0,6.0,3.0,-0.8275189752318188,132.0,6.0,1.0,3.9999999999999996,0.0,0.0,0.0,0.0,0.0,11.0,6.0000000000000036,1.0,2.0,0.0,502.0,60200.0,3.0,70.14,3078.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.8,58.0,126.0,5.0,80.0,-1.5976135596048302,342.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,54.0,1.0,4.0,0.0,387.0,61064.0,2.0,112.11,3106.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.0,15.0,11.000000000000002,3.0,29.0,-0.2611531168834136,119.0,4.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,0.0,243.0,57906.0,6.0,11.46,3103.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,4.0,17.0,2.0,2.0,9.0,1.0679730917011172,8.0,7.0,1.0,1.0,20.0,2.0,0.0,0.0,0.0,2.0000000000000004,0.0,0.39999999999999997,3.0,0.0,3.0,24434.0,4.0,41.84,3102.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,20.0,5.0,2.0,76.0,1.344229244190483,8.0,6.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0000000000000004,8.0,0.39999999999999997,2.0,0.0,1.0,21282.000000000004,5.0,41.57,3108.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.19999999999999998,0.0,2.0,12.0,6.0,1.0,11.0,0.6963718954322354,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,3.6,0.0,20.0,32414.0,5.0,102.07,3114.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,19.0,0.9999999999999964,1.0,77.0,-0.7460274848219763,7.0,6.800000000000001,2.0,1.0,10.400000000000002,0.0,0.0,0.0,0.0,2.0000000000000004,4.0,0.0,4.0,0.0,6.0,18690.0,5.0,94.17,3089.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,20.0,0.0,2.0,37.0,1.274961477342117,30.599999999999994,5.0,2.0,0.7999999999999998,4.0,1.0,0.0,0.0,0.0,2.0000000000000004,1.9999999999999964,1.0,5.0,0.0,116.4,35860.0,6.0,80.96,3103.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,84.0,104.0,3.0,43.4,-0.8764138694777243,169.0,7.0,1.0,2.0,102.0,0.0,0.0,0.0,1.0,8.0,78.0,0.8,1.0,0.0,221.0,58113.0,6.0,93.85,3089.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.4,10.0,61.0,3.0,81.0,0.549687212694519,428.0,5.0,0.0,8.0,80.0,0.0,0.0,0.0,0.0,10.0,51.0,1.0,3.0,0.0,418.0,59304.0,3.0,72.27,3094.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,20.0,21.0,1.0,1.0,0.219646676534657,449.0,1.0,1.0,3.0,106.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,3.0,1.0,1285.0,80139.79999999999,8.0,21.64,3117.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,11.0,5.0,1.0,16.0,0.7737888113215858,14.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0000000000000036,0.0,2.0,0.0,15.0,22147.999999999996,2.0,5.990000000000002,3113.0,0.0,2.0,1.1999999999999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,3.0,11.0,2.0,1.0,29.0,-1.0353222757769172,11.0,8.0,2.0,0.0,41.0,1.0,0.0,0.0,0.0,2.8,7.0,0.0,4.0,0.0,2.0,25964.999999999996,5.0,117.19,3110.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,3.0,0.0,1.0,77.0,1.5846291408995183,9.0,6.0,2.2,0.0,2.0,1.0,0.0,0.0,0.0,2.0000000000000004,1.0,0.0,2.0,0.0,8.0,43776.0,3.0,22.39,3113.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,76.0,23.0,1.0,18.000000000000004,1.6498223332273925,424.0,1.0,2.6,10.0,27.0,0.0,0.0,0.0,0.0,13.0,65.0,0.0,3.0,0.0,163.0,81361.0,5.0,16.43,3117.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,4.0,0.0,2.0,82.0,-0.24892939332193723,24.0,7.0,2.0,2.0,0.6000000000000014,0.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,462.0,57091.0,7.0,116.91,3102.0,1.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,66.2,26.0,1.0,12.0,0.18297550585022787,243.4,2.6000000000000005,5.0,6.0,69.0,0.0,0.19999999999999996,1.0,0.0,11.0,13.0,0.0,2.0,1.0,712.0,75777.0,1.0,43.1,3112.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,2.2,3.0,0.9999999999999964,3.0,0.0,-1.8339388817933733,37.0,7.0,0.0,0.5999999999999996,0.0,0.6000000000000001,0.0,0.0,0.0,4.0,4.400000000000002,1.0,3.0,0.0,80.0,33168.0,6.0,53.11,3095.0,0.39999999999999997,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,48.0,2.0,1.0,41.0,-1.4835254730310508,73.0,8.0,0.0,2.0,69.0,0.0,0.0,0.0,0.0,5.0,7.599999999999998,0.0,2.4,0.0,97.0,37040.0,5.0,50.68,3112.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,10.0,0.0,1.0,54.0,0.7941616839240464,4.0,5.0,3.0,0.5999999999999996,0.0,0.0,0.0,0.0,0.0,2.0000000000000004,0.0,2.0,3.4,0.0,35.0,40451.0,9.0,95.17,3087.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,32.0,0.9999999999999964,2.0,97.0,0.5333889146125506,12.0,6.0,0.0,0.7999999999999998,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,205.79999999999998,55761.0,2.0,78.142,3094.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,8.799999999999997,0.0,1.4,44.0,0.8919514724158574,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,1.0,4.0,0.0,21.0,42664.0,2.0,46.238,3097.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,10.0,0.0,4.0,53.0,1.311632648026546,17.799999999999983,5.0,0.0,1.0,4.799999999999997,1.0,0.0,0.0,0.0,3.0,1.9999999999999964,1.0,2.0,0.0,36.0,35246.0,5.0,109.01999999999998,3088.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,168.0,28.0,3.0,70.0,-0.1918853500350475,140.0,6.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,14.0,1.0,4.0,1.0,1224.0,71819.0,3.0,6.789999999999999,3101.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,2.0,111.0,66.0,1.0,79.0,-1.4061085571417005,119.0,5.0,2.0,10.0,86.0,0.0,0.0,1.0,0.0,5.0,17.8,0.0,2.0,0.0,775.0,83837.0,1.0,0.0799999999999983,3078.0,1.0,4.0,6.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
